"job_title","location","state","company_name","job_desc","hard_skills","hard_skills_2","soft_skills","soft_skills_2","salary_lower_range","salary_higher_range"
"Scientist, Data","Pittsburgh","PA","Giant Eagle","position summary :leverage advanced analytics, machine learning and data wrangling techniques to influence, shape and interact with our customers across marketing and merchandising. you will be responsible for mastering massive datasets across various data tools to develop and deploy predictive/prescriptive models that reaches millions of customers. you are a passionate individual with a knack for discovering solutions hidden in large data sets, working with a wide range of stakeholders, and building personalized experiences at scale.about us :experience required: 3 to 5 years; 3+ years experience with a big data environment, preferably azure; 3+ years experience using web services: redshift, s3, spark, etc; strong working knowledge of machine learning including, but not limited to regressions, decision trees, neural networks, gradient boosting, etc; highly proficient in python or r; experience working with relational databases and sqlrequired training and education: masters degree statistics, machine learning, data science or another quantitative field majortravel required: regional - daily, less than 10%job responsibilities:use predictive modeling to increase and optimize sales and revenue and personalize the customer experience.mine and analyze data from internal databases to drive optimization and improvement of product development, marketing techniques and business strategies.develop statistically significant test and learn programs to tests hypothesis and model output.work across business units to identify and understand the right approach to solve business problemsdevelop processes and tools to monitor a model's performance.","machine learning,ols,big data,azure,machine learning,regression,decision trees,python,sql,ai,machine learning,ai,predictive modeling,ols","machine learning,ols,big data,azure,regression,decision trees,python,sql,ai,predictive modeling","passionate","passionate",NA,NA
"Data Scientist","San Francisco","CA","Grammarly, Inc.","the opportunitygrammarly empowers people to thrive and connect, whenever and wherever they communicate. more than 20 million people around the world use our ai-powered writing assistant every day. all of this begins with our team collaborating in a values-driven and learning-oriented environment.to achieve our ambitious goals, we’re looking for a head of enterprise product management to grow the user base and revenue for grammarly business by developing and delivering on a concrete multi-year product strategy. over the past ten years, our product has proven to be tremendously valuable for teams and businesses, and our business-focused product is a direct way to deliver this value to our customers.this role will shepherd grammarly’s next high-impact growth horizon, with an opportunity to build and ship product, hire and manage product managers, and meaningfully contribute to grammarly’s audacious user and revenue growth goals. this is a senior leadership role reporting to the vp of product.your impactthis is the first-ever head of enterprise product management role at grammarly, and it’s ideal for someone who’s excited to develop and execute on comprehensive and impactful channel expansion as well as go-to-market and product strategy. you’ll do this by building new features, hiring and leading a team of product managers, and working cross-functionally with leaders across grammarly’s engineering, marketing, growth, and sales teams. you’ll also collaborate with the vp of product and grammarly’s co-founders on product strategy, progress reports, and product ideation.in this role, you will have the opportunity to:build and scale a major new channel and revenue stream for an established brand.bring a beloved consumer brand to small businesses and enterprises.help develop business value and messaging to entice enterprise use of grammarly.scale a new product category (ai-powered writing assistant) in b2b channels.maximize grammarly’s reach by effectively collaborating with consumer growth and high-touch enterprise sales teams.to achieve this, you’ll:become an expert in grammarly enterprise market and users, revenue projection model, and sales operations.create the product strategy and vision.develop a hiring plan for our product org and hire product managers for your team.own product roadmaps and update these regularly with key hypotheses and milestones, determining the product and engineering needs to support these roadmaps.establish relationships with key senior collaborators in the company, including engineering, marketing, product, data, and design teams.we’re looking for someone whoembodies our eager values—is ethical, adaptable, gritty, empathetic, and remarkable.appreciates complex and technical products, elegant user experiences, and how the product function impacts metrics and growth.has experience developing and owning key product metrics/indicators that map directly or indirectly to company performance.is able to analyze and pull meaningful insights from both quantitative and qualitative data.has a successful track record managing top-performing product teams and the ability to match individuals to roles that cater to their talents.can develop and execute on a prioritization framework to effectively seek out the essentials and say no to the non-essentials.has the ability to build strong relationships with direct reports and with peers across the company.support for you, professionally and personallyprofessional growth: we hire people we trust, and we give team members autonomy to do their best work. we also support professional development with training, coaching, and regular feedback.a connected team: grammarly builds products that help people connect, and we apply this mindset to our own team. we have a highly collaborative culture supported by our eager values. we also take time to celebrate our colleagues and accomplishments with global, local, and team-specific events and programs.comprehensive benefits: grammarly offers all team members competitive pay along with a benefits package that includes superior health care. we also offer ample and defined time off, catered lunches, gym and recreation stipends, admission discounts, and more.we encourage you to applyat grammarly, we value our differences, and we encourage all—especially those whose identities are traditionally underrepresented in tech organizations—to apply. we do not discriminate on the basis of race, religion, color, gender expression or identity, sexual orientation, national origin, citizenship, age, marital status, veteran status, disability status, or any other characteristic protected by law. grammarly will consider qualified applicants with criminal histories in a manner consistent with the san francisco fair chance ordinance. grammarly is an equal opportunity employer and participant in the u.s. federal e-verify program.","ai,reporting,ai,ai,r, ,ai","ai,reporting,r","communicate","communicate",NA,NA
"Intern - Machine Learning & Data Science","Cambridge","MA","Philips","job titleintern - machine learning & data sciencejob descriptionintern- machine learning & data science – cambridge, ma- 2020are you interested in an intern opportunity with philips? we welcome individuals who are currently pursuing (or have recently completed) a graduate (ms) degree to participate in 3- to 6-month paid intern opportunities at our sites across the us. through these roles, you will gain meaningful, hands-on experience workingf for a healthtech company.in this role, you have the opportunity tocontribute to novel algorithm development using our large, in-house healthcare datasets.you are responsible fordata curation and developing machine learning models for therapy decision supportevaluating and validating model results on test datasetssummarizing and reporting results in the form of a scientific paper and presentation.you are a part oflarge team of data scientists, computer science and biomedical engineers who work on building machine and deep learning-based tools to enable clinicians to anticipate patient needs and make better care decisions.to succeed in this role, you should have the following skills and experiencecurrent ph.d. or m.s. candidate in computer science, biomedical engineering, or statisticsproficient in machine/ deep learningexperience in working with sql databases & apache sparkknowledge of python programming language.ability to work independently, as well as part of a teamgood communication & presentation skillsin return, we offer youyou’ll have the opportunity to work with one of the strongest research labs in the world and deliver solutions that will have a direct impact on patient care. you will be part of a dynamic environment and a flexible team of highly skilled professionals who are able to find an excellent work-life balance. just think that the solutions you develop will give a better balance to the healthcare professionals and patients they are treating.why should you join philips?working at philips is more than a job. it’s a calling to create a healthier society through meaningful work, focused on improving 3 billion lives a year by delivering innovative solutions across the health continuum. our people experience a variety of unexpected moments when their lives and careers come together in meaningful ways.to find out more about what it’s like working for philips at a personal level, visit the working at philips page on our career website, where you can read stories from our employee blog. once there, you can also learn about our recruitment process, or find answers to some of the frequently asked questions.it is the policy of philips to provide equal employment and advancement opportunities to all colleagues and applicants for employment without regard to age, color, citizenship, disability or perceived disability, ethnicity, gender, gender identity or expression, genetic information, marital or domestic partner status, military or veteran status, national origin, pregnancy/childbirth, race, religion, sexual orientation, or any other category protected by federal, state and/or local laws. philips is an equal employment opportunity and affirmative action employer disability/veteran.as an equal opportunity employer, philips is committed to a diverse workforce. in order to ensure reasonable accommodation for individuals protected by section 503 of the rehabilitation act of 1973, the vietnam veterans' readjustment act of 1974, and title i of the americans with disabilities act of 1990, applicants that require accommodation in the job application process may contact 888-367-7223, option 5, for assistance.contactif you forgot your password, you can click the forgot password button on the sign in screen to reset it.if you have any other questions regarding the recruitment process please refer to our faqs. in case of technical difficulties with the website, please send an email to careersite@philips.com.(note: to ensure fairness and legal compliance in our recruitment processes, only technical issues will be monitored through the above inbox. please do not submit resumes or applications to this email, as they will not be reviewed. only applications received through the online application process will be considered.)","machine learning,machine learning,ai,ai,machine learning,reporting,ols,sql,python,excel,r, ,r, ,aws,r, ,ai,ai,ai","machine learning,ai,reporting,ols,sql,python,excel,r,aws","work independently,communication","work independently,communication",NA,NA
"Junior Data Scientist","Tysons","VA","Logistics Management Institute","overview:this position is embedded within our data analytics practice. leverage your curiosity and problem-solving skills to explore, discover, and predict patterns contained within data sets for a wide range of government clients. this includes the derivation of clear narratives that help our clients understand their data and how those insights address research questions.responsibilities:frame and scale data problems to analyze, visualize, and find data solutions.manipulate common data formats, including comma-delimited, text files, and json.transform data and analysis into informative visualizations and interactive dashboards using open-source and commercially available visualization and dashboard tools.derive insights and analytic narratives from data and visualizations for effective storytelling and clear communication in response to research questions.work in a fast-paced, solutions-oriented environment focused on client deliverables, analysis, and reporting.qualifications:bachelor’s degree in data science, mathematics, statistics, economics, computer science, engineering, or a related business or quantitative disciplineexperience working with tools, including object-oriented programming (python, java), computational analysis tools (r, matlab), and associated data science libraries (scikit-learn)experience creating meaningful data visualizations and interactive dashboards such as tableau, qlik, power bi, rshiny, plotly, and d3.js to communicate findings and relate them back to how your insights create business impactworking knowledge of databases and sql; preferred qualifications include linking analytic and data visualization products to database connectionspreferred experience with data science methods related to data architecture, data munging, data and feature engineering, and predictive analytics; additional preferred qualifications include working with unstructured text and natural language processingsuperior communication skills, both oral and writtenapplicants for this position may be subject to a government security investigation and must meet eligibility requirements for access to classified information. please note that only us citizens are eligible to obtain security clearances.","r, ,ai,analysis,visualization,ai,visualization,ols,visualization,analysis,reporting,ols,python,analysis,ols,r, ,matlab,scikit-learn,data visualizations,tableau,qlik,power bi,shiny,d3,sql,visualization,ai","r,ai,analysis,visualization,ols,reporting,python,matlab,scikit-learn,visualizations,tableau,qlik,power bi,shiny,d3,sql","communication,communicate,communication","communication,communicate",NA,NA
"Data Scientist","Oakland","CA","Ask Media Group","we are looking for a data scientist to join our data science products team--a team whose mandate is to solve complex data science problems with engineering solutions optimized for consumer-facing applications. the data science product team plays a key role in ask media group's business, owning projects from ideation to production, and collaborating with our engineering teams to build scalable solutions. we have mountains of language and user-interaction data that we use to drive breakthroughs both in performance marketing and the creation of engaging search and content experiences. as a member of the team, you will collaborate across the organization within a culture that values pragmatic solutions.--------------qualifications--------------you're a great fit for this job if you have the following qualities:you have broad knowledge that you apply in new contexts, and you eagerly learn new technologies to help drive solutionsyou are pragmatic - you choose simplicity over complexityyou are a collaborator and put team first - you take pride in the team's successyou are strong communicatoryou are helpful in a bi-directional way - you do not shy away from offering and asking for help at the right timeyou are flexible and thrive in a changing environmentyou are tenacious, and continue working on a problem even in the face of setbacks.we are also looking for these skills and experience:you have deep understanding of topics in data science and machine learning.you are able to quickly prototype ideas and solve complex problems by adapting creative approaches.you are a capable developer who can provide production quality data science solutions.you have extensive experience in python and using python's data science stack.you are a strong collaborator and communicator who is comfortable working with data scientists and software engineers within the team and outside the team.you have minimum 3 years of experience in a relevant field (machine learning, natural language processing, information retrieval, text classification).you having a ph.d. in a relevant field is a bonus.you have experience in or have a desire to learn hadoop/spark related big data technologies.you have experience in or have a desire to learn apache-solr.----------------------additional information----------------------we have some of the greatest benefits such as: flexible vacation for salaried employees, medical/dental/vision options, pet insurance, 401(k) matching, commuter subsidy, tuition reimbursement, charity gift matching, huge discounts to wireless/gym/travel/much more. our office has free snacks, catered lunch, in-house massage chair, and more. more importantly – we know how hard you work so we celebrate that hard work often.we are an equal opportunity employer and value diversity at our company. we do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.","ai,machine learning,python,python,machine learning,hadoop,big data,ai,r, ,r, ,r, ","ai,machine learning,python,hadoop,big data,r","","",NA,NA
"Data Scientist CE Data Analytics","Framingham","MA","Bose","responsible for mining, analyzing, and modeling large structured and unstructured datasets, and applying advanced statistical predictive models and leading machine learning algorithms to solve business questions. creatively translate business problems into a subset of data science problems that leverage appropriate methodology (e.g., classification, regression, probability estimation, etc.), evaluate the results rigorously, and transform the results into insights and recommendations that are clearly communicated to the business. identify and leverage appropriate tools/techniques. work with data systems professionals to develop the infrastructure and format for new data sources so they can be leveraged and analyzed. champion and educate the business and product owners on ways to extract value from data that can be collected from our products or externally.bose is an equal opportunity employer that is committed to inclusion and diversity. we evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, age, disability, veteran status, or any other legally protected characteristics. for additional information, please review: (1) the eeo is the law poster (http://www.dol.gov/ofccp/regs/compliance/posters/pdf/ofccp_eeo_supplement_final_jrf_qa_508c.pdf); and (2) its supplements (http://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm). please note, the company's pay transparency is available at http://www.dol.gov/ofccp/pdf/eo13665_prescribednondiscriminationpostinglanguage_jrfqa508c.pdf. bose is committed to working with and providing reasonable accommodations to individuals with disabilities. if you need a reasonable accommodation because of a disability for any part of the application or employment process, please send an e-mail to wellbeing@bose.com and let us know the nature of your request and your contact information.","machine learning,algorithms,regression,ols,r, ,ai,ai","machine learning,algorithms,regression,ols,r,ai","communicate","communicate",NA,NA
"Agronomic Data Scientist","Johnston","IA","Corteva Agriscience","descriptioncorteva agriscience™ has a rich history of scientific discovery that has enabled countless innovations. we’re looking for more people, in more places, to collaborate with us to create a market-shaping, agriculture company with leading positions in seed technologies, crop protection and digital agriculture.we need soil, plant, or agronomic data scientists to collaborate with visionary crop scientists, agronomists, plant breeders, and engineers to build digitally enabled science and business capabilities.are you looking for an opportunity to use your data science skillset to contribute to our team and help us on our mission!?in this role, you will:drive science focused solutions that to create digital ag capabilities and products to enhance value and efficiency for researchers, collaborators, and customers.participate in the application of data science solutions for corteva’s seed, crop protection, and digital product platforms.identify, acquire, and engineer feature data sets and pipelines with potential to address customer needs.apply machine learning, statistical or mechanistic models and other computational approaches to extract insights from datasets in complex agronomic systems.develop, prototype, and implement data pipeline and software solutions with engineering and production teams.conduct and communicate results of research on data science approaches to improve decisions, add value to services, extend or improve in-house models and algorithms, and contribute to the advancement of these ideas into the marketplace.uphold corteva agriscience™ core values at all times.qualificationsdemonstrated experience using machine learning, data mining, statistical methodology, or simulation modeling in agronomic, breeding, environment, or digital ag problems.outstanding problem-solving skills and a proven ability to independently deliver analytic solutions by asking the right questions, finding or applying the correct domain knowledge, identifying necessary data sources, building predictive models, and producing actionable results.proficiency in python or r.experience with geospatial and remote sensing data.familiarity with cloud based or hpc systems and computation in linux.strong skills in building visualizations of scientific data.proven ability to work in a team setting and ability to complete complex projects on time and in budget.superior communication skills, both verbal and written.an m.s. or phd and demonstrated experience with quantitative applications in soil, biogeochemistry, hydrology, agronomy/plant sciences, geography, ecology, climatology or related fields. or conversely, you have an m.s. or phd in computer science, physics, mathematics, or statistics with demonstrated data science applications in agronomic or natural sciences.what will generate excitement:experience in digital agricultureproduct focused experiencenote: this requisition is posted with the anticipation of multiple data science positions becoming available during the year.we","git,git,git,git,machine learning,algorithms,machine learning,git,analytic solutions,ai,python,linux,visualization,git,ai","git,machine learning,algorithms,analytic solutions,ai,python,linux,visualization","communicate,communication","communicate,communication",NA,NA
"Data Scientist","Jackson","MI","Pacific Data Integrators","pdi provides services across all verticals and continues to grow as a leader across every sector of data management, from big data to data science. our team’s talent is what sets us apart from our competitors and we continuously seek out the foremost talent of the technology community to give you the best result possible.__**at the moment we are hiring for a data scientist for our client located in jackson, mi.responsibilitieswork with stakeholders (business, it, other) to generate hypotheses and create segmentation and models that achieve actionable and predictive business outcomesgather, analyze, and model data and key performance indicators to develop quantitative and qualitative business insights via statistical and other analytical modelsidentify new data sources and evaluate emerging technologies and analytic trends for data discovery and visualizationwork with data engineers and it to support the integration of data from multiple internal and external sources to be used for analytics and ai modelsenhancing data collection procedures to include information that is relevant for building analytic systemsclearly communicate insights and recommendations to stakeholder groups (from entry level employees to senior executives)processing, cleansing, and verifying the integrity of data used for analysisdoing ad-hoc analysis and presenting results in a clear mannerprovide guidance on the modeling approaches and technology for customer analytics and insights teamdrive overall advanced analytics and ai vision and road-mapbecome the go-to person for customer analytics within the companywill be part of the customer analytics scrum teamfunction as a mentor to newer employeesskills and qualificationsbachelor’s degree data science, computer science, mathematics, statistics, economics, engineering, operations research. will consider relevant work experience in lieu of an advanced degree5+ years overall business experience5+ years’ experience in data science, statistical analysis and modelling data using leading artificial intelligence and big data tools (e.g. tensorflow, r, python, hadoop, spark, rapidminer, tableau, etc.)these skills may set you apart:excellent understanding of machine learning techniques and algorithms, such as k-nn, naive bayes, svm, decision trees, random forests, neural networks, etc.applied statistics skills, such as distributions, statistical testing, regression, etc.advanced knowledge of artificial intelligence software and experience in data processing & engineering (e.g. sql)strong communication (written and oral) and storytelling skillscomfortable in pushing conventional thinking to drive change and innovationself-starter and intellectually curiouspassion for ai and advanced analyticsagile mindset and scrum team experience is a plusadvanced degree (phd preferred) in data science, computer science, mathematics, statistics, economics, engineering, operations research. will consider relevant work experience in lieu of an advanced degree.job types: full-time, temporary, contracteducation:doctorate (preferred)contract length:1 yearfull time opportunity:yes","big data,r, ,visualization,ai,analysis,analysis,ai,analysis,artificial intelligence,big data,ols,tensorflow,r, ,python,hadoop,r, ,tableau,excel,machine learning,algorithms,ai,decision trees,regression,artificial intelligence,sql,ai,agile","big data,r,visualization,ai,analysis,ols,tensorflow,python,hadoop,tableau,excel,machine learning,algorithms,decision trees,regression,sql,agile","communicate,communication,curious","communicate,communication,curious",NA,NA
"Senior Data Scientist","Palo Alto","CA","Noodle.ai","come create a world of radical efficiency… a world without waste.we're in the right place, at the right time, with the right team.at noodle.ai our mission is to create a world without waste. our products, in turn, focus where the waste is – the global network of factories and supply chains that makes and moves things. we think traditional rules-based software is failing business leaders, so we work with our customers to leverage advanced techniques in artificial intelligence (ex. machine learning, deep learning, optimization, predictive modeling) to do things like improve product quality, optimize the manufacturing schedule, improve fill rates and optimize product distribution. solving these problems gives our customers a competitive advantage while also decreasing the wasted energy, excessive co2 emissions, and wasted resources caused by supply chain and manufacturing inefficiencies. we've found a way to make leaving a positive impact on the world profitable... and that is an impact that can scale.as a senior data scientist, you will develop mathematical, ai-based, or other analytical models to help solve a business problem and take the models into production. you will leverage your strong coding skills to productionize code that implements the models and algorithms. in addition, you will contribute to the vision for the product functionality of our applications, design of the overall modeling approach, determining the best modeling techniques and algorithms to use, and collaborating with a cross-functional team to develop and deploy the application.job responsibilities:model real-world problems as data science / analytical problemsimplement a breadth of different modeling approaches/ techniques in predictive modeling, optimization, statistical modeling and analysisdesign and run experiments to support the determination of the most appropriate algorithm or technique to apply to the problem at handproductionize modeling / analytical code and interface with industry standard software systemsiteratively conceptualize, design and build data-driven analytical models to support identified application functionalities as part of product development for our applicationsdevelop processes and tools to monitor and analyze model performance, data validity and accuracyunderstand and manipulate heterogeneous datacommunicate modeling results within the data science team and within the entire product development teamwork with other data scientists, data engineers, software engineers, and ui designers in developing enterprise saas applicationsyour experience:4+ years of experience applying advanced ai-based and analytical techniques (machine learning, deep learning, reinforcement learning, predictive modeling, optimization, anomaly detection, forecasting, time-series analysis) to real-world problemsdemonstrated ability to iteratively conceptualize, design and build data-driven analytical modelsexperience in coding ai-based or mathematical models (preferably software engineering experience/background)strong experience with performance tuning of models and algorithmsexperience manipulating and preparing large, heterogeneous data sets to support advanced analyticsstrong capabilities in modern analytics languages/tools (python ds stack required, optional: sql, pytorch, spark, hadoop)experience managing timelines and staying accountable in an agile development approachadvanced degree in a relevant field (data science, computer science, operations research, industrial engineering, statistics, applied math, or related)domain expertise in manufacturing or supply chain management and experience with industrial ai is a big plus!the squishy skills…comfortable being uncomfortable: you aren't afraid to make mistakes, take ownership of your mistakes, and lean into a challenge.emotional intelligence and the ability to give and receive feedback conscientiously and assuming positive intentability to navigate ambiguity and problems where there is no single right answer.experience with (and excitement for) interdisciplinary collaboration. this includes the ability to connect with people coming from many different areas of study, problem solving methodologies, and cultural backgrounds.intellectual curiosity and the hunger and humility to always keep learning… and to share that learning.resilience and the drive to persist – even when you are faced with adversity in the form of tough timelines, a new domain, or uncharted territory.want to help shape the future of enterprise artificial intelligencetm?let's noodle.","ai,supply chain,ai,artificial intelligence,machine learning,predictive modeling,supply chain,ai,algorithms,algorithms,predictive modeling,analysis,ols,ai,machine learning,predictive modeling,analysis,ai,algorithms,ols,python,sql,pytorch,hadoop,agile,ai,supply chain,ai,ai,ai,artificial intelligence","ai,supply chain,machine learning,predictive modeling,algorithms,analysis,ols,python,sql,pytorch,hadoop,agile","communicate,collaboration,problem solving","communicate,collaboration,problem solving",NA,NA
"Data Scientist","Monterey","CA","Market America Inc","market america- shop.com is seeking a data scientist supporting our product, engineering, leadership and marketing teams with insights gained from analyzing company data.in this role you will be adept at using large data sets to find opportunities for product and process optimization. you must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. you will be an nlp expert with proficiencies in applying information, theory techniques for informational retrieval and relevancy scoring. applying out of box methodologies for increasing precision for search relevancies. have a proven ability to drive business results with your data-based insights. you should be comfortable working with a wide range of stakeholders and functional teams. the ideal candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.what are the day to day responsibilities?work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.assess the effectiveness and accuracy of new data sources and data gathering techniques.develop custom data models and algorithms to apply to data sets.use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.coordinate with different functional teams to implement models and monitor outcomes.develop processes and tools to monitor and analyze model performance and data accuracy.what skills will you need to be successful in this role?strong problem-solving skills with an emphasis on product development.experience using statistical computer languages (r, python, slq, etc.) to manipulate data and draw insights from large data sets.experience working with and creating data architectures.knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.excellent written and verbal communication skills for coordinating across teams.a drive to learn and master new technologies and techniques.additional requirements for the role?we’re looking for someone with 4-6 years of experience manipulating data sets and building statistical models, has a master’s degree or phd in statistics, mathematics, computer science or another quantitative field, and is familiar with the following software/tools:experience querying databases and using statistical computer languages: r, python, slq, etc.experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.experience analyzing data from 3rd party providers: google analytics, adobe analyticsexperience with distributed data/computing tools: map/reduce, hadoop, hive, sparkexperience visualizing/presenting datawe are proud to be an equal opportunity employer and we offer competitive salaries and benefits, including health, dental, vision, life, short and long-term disability insurance, and a 401(k) retirement plan with company match.#li-kr1","ai,analysis,ols,algorithms,nlp,algorithms,predictive modeling,ols,r, ,python,machine learning,regression,excel,ols,r, ,python,machine learning,algorithms,regression,analysis,decision trees,google analytics,ols,hadoop,hive","ai,analysis,ols,algorithms,nlp,predictive modeling,r,python,machine learning,regression,excel,decision trees,google analytics,hadoop,hive","communication","communication",NA,NA
"Data Scientist","Denver","CO","Vertafore","about the vertaforevertafore is a top provider of software for the rapidly evolving insurance industry. we create award-winning solutions to boost productivity, lower costs, and help agents and carriers grow their businesses. we respect and value our team, and we look to bring the best talent together to make our future even stronger.our culture encourages employees who can create, think, and challenge each other in a fast-paced environment. we are transforming our products and services, using advanced techniques to create new “ways and value” for the insurance industry.about the opportunityanalytics is central to vertafore's vision of the future, and data scientists are a critical component of cutting-edge product innovation and research. as a data scientist at vertafore, you will be responsible for finding signals in complex and industry-unique data sets, developing innovative data science models, and building the foundation of vertafore’s data science team.in a typical week as a part of the data science organization, you will:identify opportunities for ai and machine learning in new and existing productscreate new lines of revenue for the company in partnership with the product teamadd value to our internal teams by optimizing business processes and decision makingopportunityyou will develop analytical models in several applications: recommender systems, forecasting, measurement, customer segmentation, propensity modeling, nlpyou will work with large and messy data sets to solve complex problems using cutting edge data science toolsyou will work across lines of business to drive real, measurable valueminimum requirements2+ years of experience working with data sets and building statistical modelsstrong communication and interpersonal skillspassion for data and analyticsability to quickly learn and executeexperience with:exploratory analysisevaluating and defining metricsbuilding and analyzing dashboards and reportsdeep understanding of data visualization best practiceknowledge of tableauexpertise of sql or other query languagesexpertise of python and tools such as tensorflow, keras, scikit-learn, sparkknowledge of statistics (e.g., regression, causal inference) and ai (e.g., nlp)bachelor’s degree or equivalent in a quantitative field such as computer science, applied mathematics, engineering, or related fieldpreferred requirements4+ years of experience working with complex data sets and building statistical modelsmaster’s degree in data science/statistics preferredexperience working with teams in dispersed geographiesvertafore is a drug-free workplace and conducts pre-employment drug and background screenings.the selected candidate must be legally authorized to work in the united states.the above statements are intended to describe the general nature and level of work being performed by people assigned to this job. they are not intended to be an exhaustive list of all the job responsibilities, duties, skill, or working conditions. duties, responsibilities and activities may change at any time with or without notice. in addition, this document does not create an employment contract, implied or otherwise, other than an ""at will"" relationship.vertafore strongly supports equal employment opportunity for all applicants regardless of race, color, religion, sex, gender identity, pregnancy, national origin, ancestry, citizenship, age, marital status, physical disability, mental disability, medical condition, sexual orientation, genetic information, or any other characteristic protected by state or federal law.","ai,machine learning,nlp,ols,analysis,visualization,tableau,sql,python,ols,tensorflow,keras,scikit-learn,regression,ai,nlp,r, ","ai,machine learning,nlp,ols,analysis,visualization,tableau,sql,python,tensorflow,keras,scikit-learn,regression,r","communication,interpersonal skills","communication,interpersonal skills",NA,NA
"Data Scientist","Auburn Hills","MI","WIT","now hiring data scientistthe data scientist is a role within the business analytics & data services department and reports through the cio. they play a pivotal role in the planning, execution and delivery of data science and machine learning and ai based projects. the bulk of the work will be in areas of data exploration and preparation, data collection and integration, machine learning (ml) and statistical modeling. it is expected that successful candidates will be able to perform their job duties with little to no technical guidance.a bachelor's in computer science, data science, operations research, statistics, applied mathematics, or a related quantitative field [or equivalent work experience such as, economics, engineering and physics] is required. alternate experience and education in equivalent areas such as economics, engineering or physics, is acceptable.candidates should have 3+ years of relevant project experience in successfully launching, planning, executing] data science projects. preferably in the domains of automotive/ manufacturing or customer behavior prediction.coding knowledge and experience in several languages: for example, r, python, sql, java, c++, etc.knowledge and experience in statistical and data mining techniques: generalized linear model (glm)/regression, random forest, boosting, trees, text mining, hierarchical clustering, deep learning, convolutional neural network (cnn), recurrent neural network (rnn), t-distributed stochastic neighbor embedding (t-sne), graph analysis, etc.experience of working across multiple deployment environments including cloud, on-premises and hybrid, multiple operating systems and through containerization techniques such as docker, kubernetes, aws elastic container service, and others.experience with distributed data/computing and database tools: mapreduce, hadoop, hive, kafka, mysql, postgres, db2 or greenplum, etc.they must demonstrate the ability to work in diverse, cross-functional teams.should be confident, energetic self-starters, with strong moderation and communication skills.problem analysis and project management:guide and inspire the organization about the business potential and strategy of artificial intelligence (ai)/data scienceidentify data-driven/ml business opportunitiescollaborate across the business to understand it and business constraintsprioritize, scope and manage data science projects and the corresponding key performance indicators (kpis) for successdata exploration and preparation:apply statistical analysis and visualization techniques to various data, such as hierarchical clustering, t-distributed stochastic neighbor embedding (t-sne), principal components analysis (pca)generate and test hypotheses about the underlying mechanics of the business process.network with domain experts to better understand the business mechanics that generated the data.data collection and integration:understand new data sources and process pipelines. catalog and document their use in solving business problems.create data pipelines and assets the enable more efficiency and repeatability of data science activities.apply statistical analysis and visualization techniques to various data, such as hierarchical clustering, t-distributed stochastic neighbor embedding (t-sne), principal components analysis (pca)machine learning and statistical modelling:apply various ml and advanced analytics techniques to perform classification or prediction tasksintegrate domain knowledge into the ml solution; for example, from an understanding of financial risk, customer journey, quality prediction, sales, marketingtesting of ml models, such as cross-validation, a/b testing, bias and fairnessoperationalization:collaborate with ml operations (mlops), data engineers, and it to evaluate and implement ml deployment options(help to) integrate model performance management tools into the current business infrastructure(help to) implement champion/challenger test (a/b tests) on production systemscontinuously monitor execution and health of production ml modelsestablish best practices around ml production infrastructureother responsibilities:train other business and it staff on basic data science principles and techniquestrain peers on specialist data science topicspromote collaboration with the data science coe within the organization.twitter | facebook | linkedinthanks,matheenhttps://www.linkedin.com/in/matheen-syed-272969/sr. lead global talent acquisition recruitmentwit inc.900 tower drive, suite 325 troy, mi 48098email :matheen.syed@witinc.com cell :248-703-2536www.witinc.comhttps://www.witinc.com/staffing/","business analytics,machine learning,ai,machine learning,ai,r, ,python,sql,java, ,regression,analysis,ai,r, ,aws,ai,ols,hadoop,hive,sql,analysis,artificial intelligence,ai,ai,analysis,visualization,analysis,ai,analysis,visualization,analysis,machine learning,ai,ai,ols,ai,ai,ai","business analytics,machine learning,ai,r,python,sql,java,regression,analysis,aws,ols,hadoop,hive,visualization","communication,collaboration","communication,collaboration",NA,NA
